0.000000000000000000e+00,1.299038105676658006e+00,-7.500000000000002220e-01,2.598076211353316012e+00,-1.500000000000000444e+00
2.500000000000000052e-03,1.299024844509646837e+00,-7.500000000873596750e-01,2.598062950135867855e+00,-1.500022968633448750e+00
5.000000000000000104e-03,1.298985059150834509e+00,-7.500000013499796836e-01,2.598023164048081313e+00,-1.500091873124966391e+00
7.499999999999999722e-03,1.298918743846460000e+00,-7.500000064829241975e-01,2.597956845780200030e+00,-1.500206709255123227e+00
1.000000000000000021e-02,1.298825889165743153e+00,-7.500000202490679779e-01,2.597863983151595946e+00,-1.500367469991403802e+00
1.250000000000000069e-02,1.298706481845564698e+00,-7.500000492062233182e-01,2.597744559112995066e+00,-1.500574145490071842e+00
1.499999999999999944e-02,1.298560504857933617e+00,-7.500001018178231726e-01,2.597598551750038620e+00,-1.500826723098068083e+00
1.750000000000000167e-02,1.298387937464069664e+00,-7.500001885413802860e-01,2.597425934286293092e+00,-1.501125187358354207e+00
2.000000000000000042e-02,1.298188755104887626e+00,-7.500003216266493133e-01,2.597226675090260173e+00,-1.501469520010203729e+00
2.249999999999999917e-02,1.297962929404911758e+00,-7.500005151002154813e-01,2.597000737688185623e+00,-1.501859699981679785e+00
2.500000000000000139e-02,1.297710428329026833e+00,-7.500007850459299297e-01,2.596748080758889188e+00,-1.502295703416440809e+00
2.750000000000000014e-02,1.297431216209634863e+00,-7.500011496264533672e-01,2.596468658148472386e+00,-1.502777503668467407e+00
2.999999999999999889e-02,1.297125253828247837e+00,-7.500016291821016701e-01,2.596162418894818913e+00,-1.503305071282961869e+00
3.250000000000000111e-02,1.296792498109765157e+00,-7.500022457370147944e-01,2.595829307206964920e+00,-1.503878374054018030e+00
3.500000000000000333e-02,1.296432902306948076e+00,-7.500030232573016153e-01,2.595469262500498253e+00,-1.504497376990968416e+00
3.749999999999999861e-02,1.296046416106684918e+00,-7.500039877950182010e-01,2.595082219420654646e+00,-1.505162042308785475e+00
4.000000000000000083e-02,1.295632985651705038e+00,-7.500051675761507664e-01,2.594668107813176583e+00,-1.505872329510871355e+00
4.250000000000000305e-02,1.295192553511083533e+00,-7.500065928447481323e-01,2.594226852784744963e+00,-1.506628195318163499e+00
4.499999999999999833e-02,1.294725058716860833e+00,-7.500082959024492180e-01,2.593758374716687243e+00,-1.507429593682371172e+00
4.750000000000000056e-02,1.294230436881483648e+00,-7.500103113863364479e-01,2.593262589221898118e+00,-1.508276475902177394e+00
5.000000000000000278e-02,1.293708620109836227e+00,-7.500126759230347773e-01,2.592739407256456907e+00,-1.509168790469643362e+00
5.249999999999999806e-02,1.293159537124752623e+00,-7.500154284212348088e-01,2.592188735076096151e+00,-1.510106483192500626e+00
5.500000000000000028e-02,1.292583113343932721e+00,-7.500186102118139297e-01,2.591610474232046712e+00,-1.511089497250666547e+00
5.750000000000000250e-02,1.291979270795608814e+00,-7.500222646994350040e-01,2.591004521687650275e+00,-1.512117773041038449e+00
5.999999999999999778e-02,1.291347928214486407e+00,-7.500264375510907744e-01,2.590370769805202755e+00,-1.513191248254620147e+00
6.250000000000000000e-02,1.290689001091533727e+00,-7.500311767407392693e-01,2.589709106369701530e+00,-1.514309857891364519e+00
6.500000000000000222e-02,1.290002401767403439e+00,-7.500365327191718112e-01,2.589019414583864531e+00,-1.515473534329579097e+00
6.750000000000000444e-02,1.289288039539576936e+00,-7.500425586185031079e-01,2.588301573056841498e+00,-1.516682207410681604e+00
7.000000000000000666e-02,1.288545820594712676e+00,-7.500493099295930666e-01,2.587555455922388781e+00,-1.517935804294416435e+00
7.249999999999999500e-02,1.287775648115538019e+00,-7.500568446963933322e-01,2.586780932833075308e+00,-1.519234249539129111e+00
7.499999999999999722e-02,1.286977422342914013e+00,-7.500652235706695148e-01,2.585977868990212869e+00,-1.520577465121437211e+00
7.749999999999999944e-02,1.286151040624593067e+00,-7.500745098224463892e-01,2.585146125185969090e+00,-1.521965370437000198e+00
8.000000000000000167e-02,1.285296397459082973e+00,-7.500847693313468234e-01,2.584285557851555559e+00,-1.523397882293168415e+00
8.250000000000000389e-02,1.284413384593827478e+00,-7.500960707313168996e-01,2.583396019071070526e+00,-1.524874914967676132e+00
8.500000000000000611e-02,1.283501891077960533e+00,-7.501084854170851912e-01,2.582477356629672371e+00,-1.526396380208250525e+00
8.750000000000000833e-02,1.282561803342120443e+00,-7.501220876248954061e-01,2.581529414045816484e+00,-1.527962187264794380e+00
8.999999999999999667e-02,1.281593005296874921e+00,-7.501369545621969781e-01,2.580552030593728396e+00,-1.529572242943550542e+00
9.249999999999999889e-02,1.280595378361096826e+00,-7.501531663249083604e-01,2.579545041378380255e+00,-1.531226451567848645e+00
9.500000000000000111e-02,1.279568801551522750e+00,-7.501708059902734149e-01,2.578508277370124446e+00,-1.532924715016603212e+00
9.750000000000000333e-02,1.278513151567705730e+00,-7.501899596904542111e-01,2.577441565445712790e+00,-1.534666932754936930e+00
1.000000000000000056e-01,1.277428302892285705e+00,-7.502107167256240050e-01,2.576344728421667174e+00,-1.536453001883154146e+00
1.025000000000000078e-01,1.276314127844214941e+00,-7.502331695314305993e-01,2.575217585124556230e+00,-1.538282817120502965e+00
