0.000000000000000000e+00,1.299157664579630111e+00,-7.497928797768097509e-01,2.598341824829970115e+00,-1.499539848930150132e+00
2.500000000000000052e-03,1.299152827286895295e+00,-7.498012612369133745e-01,2.598385134276790076e+00,-1.499464794079292007e+00
5.000000000000000104e-03,1.299069627702346796e+00,-7.499453996000550182e-01,2.598298238780402336e+00,-1.499615337743626764e+00
7.499999999999999722e-03,1.299028982869447013e+00,-7.500158009436664885e-01,2.598322813708854984e+00,-1.499572697478316341e+00
1.000000000000000021e-02,1.298968529185658971e+00,-7.501204971104615815e-01,2.598334155593338579e+00,-1.499552928294339615e+00
1.250000000000000069e-02,1.298860663750655009e+00,-7.503072545039185526e-01,2.598277145082235506e+00,-1.499651506529551259e+00
1.499999999999999944e-02,1.298668783240065849e+00,-7.506393218035988246e-01,2.598078863084142043e+00,-1.499994674356452062e+00
1.750000000000000167e-02,1.298531588852906093e+00,-7.508766295145606895e-01,2.598015819640564494e+00,-1.500103386867905675e+00
2.000000000000000042e-02,1.298374655388732091e+00,-7.511479576249882051e-01,2.597939553537460977e+00,-1.500234785369064960e+00
2.249999999999999917e-02,1.298151806382745965e+00,-7.515330249464846624e-01,2.597758252541799706e+00,-1.500547767860023196e+00
2.500000000000000139e-02,1.297871603284166397e+00,-7.520168225436099085e-01,2.597489131591141920e+00,-1.501012336627151278e+00
2.750000000000000014e-02,1.297520739756119035e+00,-7.526220365513711652e-01,2.597106027760704539e+00,-1.501673489525089611e+00
2.999999999999999889e-02,1.297349662082839750e+00,-7.529168973356499261e-01,2.597104780219945397e+00,-1.501673622097703831e+00
3.250000000000000111e-02,1.297063691581225919e+00,-7.534094371466835138e-01,2.596901838446366462e+00,-1.502022015156295076e+00
3.500000000000000333e-02,1.296685471808708190e+00,-7.540602013103649970e-01,2.596542523121233792e+00,-1.502639954010841272e+00
3.749999999999999861e-02,1.296323451622264145e+00,-7.546823893361627178e-01,2.596240791497089084e+00,-1.503157445361918754e+00
4.000000000000000083e-02,1.295849235816394218e+00,-7.554963653347822605e-01,2.595744159835549958e+00,-1.504010350848235422e+00
4.250000000000000305e-02,1.295409055500685414e+00,-7.562508703643402441e-01,2.595339972483329927e+00,-1.504702345793883733e+00
4.499999999999999833e-02,1.295024534355260437e+00,-7.569091460789337811e-01,2.595069931996980550e+00,-1.505161753204750763e+00
4.750000000000000056e-02,1.294570176576014475e+00,-7.576859889954059568e-01,2.594688466400012050e+00,-1.505811935922207967e+00
5.000000000000000278e-02,1.294055222047386211e+00,-7.585651470321386203e-01,2.594214016493366692e+00,-1.506620699263905738e+00
5.249999999999999806e-02,1.293499974534390251e+00,-7.595115640196212770e-01,2.593686374830185493e+00,-1.507519133824808621e+00
5.500000000000000028e-02,1.292871056805495300e+00,-7.605816395855490297e-01,2.593041143540679716e+00,-1.508617564898647068e+00
5.750000000000000250e-02,1.292374687533415445e+00,-7.614247612357420980e-01,2.592676812274695486e+00,-1.509231142856888974e+00
5.999999999999999778e-02,1.291725583724798954e+00,-7.625254201341928884e-01,2.592042592064898621e+00,-1.510305921231575255e+00
6.250000000000000000e-02,1.291114731504886315e+00,-7.635592642952251374e-01,2.591506432666007775e+00,-1.511209866883950870e+00
6.500000000000000222e-02,1.290408191388603409e+00,-7.647527048642546177e-01,2.590811392413256531e+00,-1.512383305338068418e+00
6.750000000000000444e-02,1.289715094781609173e+00,-7.659209974223613049e-01,2.590166437538126587e+00,-1.513467855567568687e+00
7.000000000000000666e-02,1.288962606492904728e+00,-7.671866781058032103e-01,2.589432668645151203e+00,-1.514700970575005412e+00
7.249999999999999500e-02,1.288185750574910582e+00,-7.684903851160106436e-01,2.588676888504650275e+00,-1.515968010310377645e+00
7.499999999999999722e-02,1.287490877574366088e+00,-7.696539743045500703e-01,2.588099772546319954e+00,-1.516926683775351670e+00
7.749999999999999944e-02,1.286726296876675057e+00,-7.709315384170234431e-01,2.587414532741286521e+00,-1.518066140134414654e+00
8.000000000000000167e-02,1.285857840617915748e+00,-7.723791903731160868e-01,2.586557771018039187e+00,-1.519493432679548173e+00
8.250000000000000389e-02,1.284945232733949894e+00,-7.738964716771199459e-01,2.585642181409428364e+00,-1.521015905038546556e+00
8.500000000000000611e-02,1.284078980290505267e+00,-7.753329429194248945e-01,2.584836385859883734e+00,-1.522347114040977001e+00
8.750000000000000833e-02,1.283139032813970459e+00,-7.768875224054174744e-01,2.583916845198394707e+00,-1.523866158517851455e+00
8.999999999999999667e-02,1.282234968068706404e+00,-7.783787552739629412e-01,2.583086556917250309e+00,-1.525228903422986892e+00
9.249999999999999889e-02,1.281200629965608684e+00,-7.800800893342472175e-01,2.582039054793265453e+00,-1.526953165895386322e+00
9.500000000000000111e-02,1.280162597308705408e+00,-7.817824022397981132e-01,2.581007820330736280e+00,-1.528643638173732278e+00
9.750000000000000333e-02,1.279131586066943882e+00,-7.834681777365717359e-01,2.580012035380954138e+00,-1.530268054941020361e+00
1.000000000000000056e-01,1.278046741347048876e+00,-7.852366057005935041e-01,2.578940620541500639e+00,-1.532013088374232002e+00
