0.000000000000000000e+00,-1.414351181050709297e-02,-2.585410382501700603e-06,1.047356985081544067e+00,1.047392323483155474e+00,2.000328005075280205e-04,2.000532633191036132e-04,1.307855330101624983e-04,1.307940065462575630e-04
2.500000000000000052e-03,-2.828592412780875018e-02,-8.589653748575334889e-06,1.047350533612306789e+00,1.047456544374598231e+00,3.001501200061393619e-04,3.002578443312803563e-04,1.786691676420440250e-04,1.787061917515286023e-04
5.000000000000000104e-03,-4.242589270164688620e-02,-1.883117664678096988e-05,1.047239582094112498e+00,1.047451614301454947e+00,4.004041458702331936e-04,4.007117431160150587e-04,2.283442440951805995e-04,2.284476472574724218e-04
7.499999999999999722e-03,-5.656198565337567513e-02,-3.284128243782510735e-05,1.047185387581781146e+00,1.047538618829125801e+00,5.008481758657556872e-04,5.015133341226463062e-04,2.781973736831747286e-04,2.784231214021355510e-04
1.000000000000000021e-02,-7.069445428928046449e-02,-5.164730624163226799e-05,1.047104789993636764e+00,1.047634410796272286e+00,6.015356803114506670e-04,6.027612367684333618e-04,3.280187837002537430e-04,3.284408431918301526e-04
1.250000000000000069e-02,-8.482308380665916359e-02,-7.627301861239395406e-05,1.046961010415177196e+00,1.047702272705855808e+00,7.025203447099652053e-04,7.045546539432362898e-04,3.777621984381648455e-04,3.784725501216268861e-04
1.499999999999999944e-02,-9.894776178802452971e-02,-1.082192986175952798e-04,1.046705331082451229e+00,1.047693729983239175e+00,8.038561793244687224e-04,8.069936508008138370e-04,4.274056648864447343e-04,4.285142909704381842e-04
1.750000000000000167e-02,-1.130651366492717580e-01,-1.449730657919738206e-04,1.046522589917886936e+00,1.047792691452258618e+00,9.055977481517494924e-04,9.101796239872262566e-04,4.769296320696000697e-04,4.785645397994494504e-04
2.000000000000000042e-02,-1.271766023893188546e-01,-1.886539197788291615e-04,1.046313627341712404e+00,1.047900368992921605e+00,1.007799457066715617e-03,1.014214056755435682e-03,5.263299284189956219e-04,5.286364070681175750e-04
2.249999999999999917e-02,-1.412827541003842668e-01,-2.412552308582998771e-04,1.046017025458894967e+00,1.047955836540821029e+00,1.110516290678379781e-03,1.119199914371695522e-03,5.755862763957009243e-04,5.787273025898976003e-04
2.500000000000000139e-02,-1.553825972447143156e-01,-3.033223119685673195e-04,1.045644303402750941e+00,1.047970632364640720e+00,1.213804055843403871e-03,1.225242137088558472e-03,6.246785433293959447e-04,6.288349222342681094e-04
2.750000000000000014e-02,-1.694758128236270589e-01,-3.761700112476234906e-04,1.045177927674692420e+00,1.047927589251715919e+00,1.317719237349622560e-03,1.332447431191505953e-03,6.735913671528975712e-04,6.789613435735574690e-04
2.999999999999999889e-02,-1.835532046497905800e-01,-4.500303372662097239e-04,1.044950663312818717e+00,1.048154360789375961e+00,1.422319275951831495e-03,1.440924832789285560e-03,7.223081039595899162e-04,7.291073919684524845e-04
3.250000000000000111e-02,-1.976260206154653587e-01,-5.375340002778936956e-04,1.044570970690268163e+00,1.048265260255254239e+00,1.527659293246559202e-03,1.550779765901963122e-03,7.708366064603812667e-04,7.792932642838648876e-04
3.500000000000000333e-02,-2.116923286779455182e-01,-6.387991528185000493e-04,1.044069176485021400e+00,1.048290513453518757e+00,1.633798038942723936e-03,1.662124979870470854e-03,8.191378245611800240e-04,8.295005158242173748e-04
3.749999999999999861e-02,-2.257466234764261559e-01,-7.491128767836156745e-04,1.043589279938399672e+00,1.048371056346024011e+00,1.740795275259932528e-03,1.775075810801046402e-03,8.671949105410059347e-04,8.797300172549061712e-04
4.000000000000000083e-02,-2.397943211314473022e-01,-8.760705737939389641e-04,1.042961253900003271e+00,1.048341108423833878e+00,1.848710020322206094e-03,1.889747032018511755e-03,9.150031653808584839e-04,9.299903831289548905e-04
4.250000000000000305e-02,-2.538273920712533771e-01,-1.012037993842773188e-03,1.042378907469496241e+00,1.048389196324885919e+00,1.957604517460336240e-03,2.006260163659295912e-03,9.625361046092850486e-04,9.802749070013409491e-04
4.499999999999999833e-02,-2.678445389144228361e-01,-1.155707144908134712e-03,1.041870671548682292e+00,1.048542173336422856e+00,2.067539236819350337e-03,2.124734393390266193e-03,1.009792299256775635e-03,1.030592706079306231e-03
4.750000000000000056e-02,-2.818522859198765440e-01,-1.315593095063665808e-03,1.041270698981631604e+00,1.048639598125119976e+00,2.178574443862121065e-03,2.245289463836196587e-03,1.056762265688795553e-03,1.080945612019871020e-03
5.000000000000000278e-02,-2.958492594192584924e-01,-1.491996655993450523e-03,1.040591451993327921e+00,1.048693742120345274e+00,2.290774155649215500e-03,2.368052944440126630e-03,1.103418474725676628e-03,1.131326694011494747e-03
5.249999999999999806e-02,-3.098334738732800853e-01,-1.684273416123838532e-03,1.039859937591989025e+00,1.048730646779520104e+00,2.404203550428668078e-03,2.493155621032674876e-03,1.149744870821122096e-03,1.181736258100361467e-03
5.500000000000000028e-02,-3.238062158555662928e-01,-1.895854921060177332e-03,1.039032465050808041e+00,1.048708837840591102e+00,2.518928526621002154e-03,2.620730737086237900e-03,1.195728960480102855e-03,1.232175347238504293e-03
5.750000000000000250e-02,-3.377538375398861925e-01,-2.110356775686532231e-03,1.038380208589581466e+00,1.048885377847703637e+00,2.635017490305577303e-03,2.750917283053595178e-03,1.241352239727466214e-03,1.282642488921033937e-03
5.999999999999999778e-02,-3.516950818433923209e-01,-2.352210421227925782e-03,1.037528338525457228e+00,1.048905281203358131e+00,2.752532161535387739e-03,2.883843368160068053e-03,1.286628048529194499e-03,1.333143320879474425e-03
6.250000000000000000e-02,-3.656158373188191368e-01,-2.605529332586214736e-03,1.036727790307495622e+00,1.049005175903655829e+00,2.871545964480320349e-03,3.019659340123638513e-03,1.331508575678093864e-03,1.383667589988032704e-03
6.500000000000000222e-02,-3.795250451503124900e-01,-2.883323259673377555e-03,1.035803188419653242e+00,1.049020557443272494e+00,2.992126052627028070e-03,3.158505865465311650e-03,1.376000547503412018e-03,1.434219397804509417e-03
6.750000000000000444e-02,-3.934139576305988872e-01,-3.175881215075774654e-03,1.034897578610600277e+00,1.049084953454020308e+00,3.114346732366817840e-03,3.300537712644697683e-03,1.420074095140238255e-03,1.484794496339469742e-03
7.000000000000000666e-02,-4.072874530660494652e-01,-3.491153654683774518e-03,1.033915927758166875e+00,1.049109995099601900e+00,3.238278514808923172e-03,3.445904510350800750e-03,1.463729579748508083e-03,1.535392785595547606e-03
7.249999999999999500e-02,-4.211420721814387869e-01,-3.826304380566358364e-03,1.032904183986860014e+00,1.049138190272087767e+00,3.363996848447103980e-03,3.594766054101028886e-03,1.506944655588401570e-03,1.586011058447311245e-03
7.499999999999999722e-02,-4.349693358488768147e-01,-4.169800913778064916e-03,1.032000662871930707e+00,1.049295751089087902e+00,3.491576721250906797e-03,3.747283053775060050e-03,1.549710174756160214e-03,1.636647260599998800e-03
7.749999999999999944e-02,-4.487810452133064176e-01,-4.539189012819561282e-03,1.031008078392064320e+00,1.049401934847677742e+00,3.621087318255096152e-03,3.903607454161299190e-03,1.592035075292179717e-03,1.687295493350885649e-03
8.000000000000000167e-02,-4.625787754486951342e-01,-4.939867598892546362e-03,1.029882632749925309e+00,1.049417587575880884e+00,3.752608133505908744e-03,4.063910511708640309e-03,1.633883260995494784e-03,1.737953146172859387e-03
8.250000000000000389e-02,-4.763564599073980554e-01,-5.365782028194516530e-03,1.028702238075935194e+00,1.049413596600850207e+00,3.886223034233642244e-03,4.228373500197647739e-03,1.675228371109848324e-03,1.788621285552881692e-03
8.500000000000000611e-02,-4.901061271244949169e-01,-5.805820460045569079e-03,1.027583937138701220e+00,1.049494522287395926e+00,4.022013600388511106e-03,4.397176051221812418e-03,1.716066223744347951e-03,1.839296669789142582e-03
8.750000000000000833e-02,-5.038374478360005959e-01,-6.276375381233376301e-03,1.026372836805157007e+00,1.049521840779085391e+00,4.160055456521063316e-03,4.570489122644569475e-03,1.756407914942571770e-03,1.889968970912579834e-03
8.999999999999999667e-02,-5.175404199740935018e-01,-6.763132232927867790e-03,1.025210251778514214e+00,1.049620615772360432e+00,4.300434954759026727e-03,4.748503270304732862e-03,1.796220007010881090e-03,1.940637299249075003e-03
9.249999999999999889e-02,-5.312285761269411877e-01,-7.290562988988538197e-03,1.023882866131078373e+00,1.049602989989124158e+00,4.443230184937913343e-03,4.931397550342542062e-03,1.835512670791525055e-03,1.991291474550852675e-03
9.500000000000000111e-02,-5.448896752592021775e-01,-7.841473570302712887e-03,1.022553642195338508e+00,1.049612092269653019e+00,4.588535682333688172e-03,5.119380254977226596e-03,1.874237139635205477e-03,2.041937278550101133e-03
9.750000000000000333e-02,-5.585224100718849671e-01,-8.414648804870349455e-03,1.021236267065959602e+00,1.049659259986162496e+00,4.736435744925414533e-03,5.312646141534094202e-03,1.912405362748362432e-03,2.092564175417382759e-03
