0.000000000000000000e+00,2.598212108056786374e+00
2.500000000000000052e-03,2.598138461519200249e+00
5.000000000000000104e-03,2.597932083116691437e+00
7.499999999999999722e-03,2.597970616254577703e+00
1.000000000000000021e-02,2.597924850391663654e+00
1.250000000000000069e-02,2.597779302231264076e+00
1.499999999999999944e-02,2.597450906077017230e+00
1.750000000000000167e-02,2.597415711917948400e+00
2.000000000000000042e-02,2.597282672800192760e+00
2.249999999999999917e-02,2.596992132754173621e+00
2.500000000000000139e-02,2.596623704221370676e+00
2.750000000000000014e-02,2.596126393227545570e+00
2.999999999999999889e-02,2.596296036269869489e+00
3.250000000000000111e-02,2.595928685447566497e+00
3.500000000000000333e-02,2.595431002759045480e+00
3.749999999999999861e-02,2.595114573560809657e+00
4.000000000000000083e-02,2.594457501483516726e+00
4.250000000000000305e-02,2.594059414404665809e+00
4.499999999999999833e-02,2.593820102380917092e+00
4.750000000000000056e-02,2.593327000103772484e+00
5.000000000000000278e-02,2.592751789679629049e+00
5.249999999999999806e-02,2.592146832159155423e+00
5.500000000000000028e-02,2.591386907340972101e+00
5.750000000000000250e-02,2.591141605962426375e+00
5.999999999999999778e-02,2.590303708930803861e+00
6.250000000000000000e-02,2.589780403715276513e+00
6.500000000000000222e-02,2.588947232409233745e+00
6.750000000000000444e-02,2.588287825835319023e+00
7.000000000000000666e-02,2.587457851998643310e+00
7.249999999999999500e-02,2.586645828328671293e+00
7.499999999999999722e-02,2.586132238653552129e+00
7.749999999999999944e-02,2.585340284636488128e+00
8.000000000000000167e-02,2.584339223786952022e+00
8.250000000000000389e-02,2.583347122159289633e+00
8.500000000000000611e-02,2.582566420249613692e+00
8.750000000000000833e-02,2.581538212353602812e+00
8.999999999999999667e-02,2.580721979296295654e+00
9.249999999999999889e-02,2.579504083310481644e+00
9.500000000000000111e-02,2.578444113706988894e+00
9.750000000000000333e-02,2.577431815528799852e+00
1.000000000000000056e-01,2.576276992758213868e+00
1.025000000000000078e-01,2.575188199414669921e+00
1.049999999999999961e-01,2.574015329214658809e+00
1.074999999999999983e-01,2.572974359440030501e+00
1.100000000000000006e-01,2.571625366034961946e+00
1.125000000000000028e-01,2.570593775426842420e+00
1.150000000000000050e-01,2.569127373688664395e+00
1.175000000000000072e-01,2.567768363676959709e+00
1.199999999999999956e-01,2.566578539314597673e+00
1.224999999999999978e-01,2.565056872810218547e+00
1.250000000000000000e-01,2.563764898571233797e+00
1.275000000000000022e-01,2.562301553217876560e+00
1.300000000000000044e-01,2.560725650657239338e+00
1.325000000000000067e-01,2.559268661677448264e+00
1.350000000000000089e-01,2.557637547976640224e+00
1.375000000000000111e-01,2.555995020350494862e+00
1.400000000000000133e-01,2.554770365945750132e+00
1.425000000000000155e-01,2.552839617794941507e+00
1.449999999999999900e-01,2.551279749985145173e+00
1.474999999999999922e-01,2.549418611897320552e+00
1.499999999999999944e-01,2.547809118049412014e+00
1.524999999999999967e-01,2.546034699720328032e+00
1.549999999999999989e-01,2.544341363061092931e+00
1.575000000000000011e-01,2.542203898970719855e+00
1.600000000000000033e-01,2.540477867554659319e+00
1.625000000000000056e-01,2.538544599166174809e+00
1.650000000000000078e-01,2.536638966901660464e+00
1.675000000000000100e-01,2.534590762080618287e+00
1.700000000000000122e-01,2.532578654403781826e+00
1.725000000000000144e-01,2.530455618185819322e+00
1.750000000000000167e-01,2.528607469634905680e+00
1.774999999999999911e-01,2.526358047972144139e+00
1.799999999999999933e-01,2.524037731331614243e+00
1.824999999999999956e-01,2.521908970384686643e+00
1.849999999999999978e-01,2.519405860838087818e+00
1.875000000000000000e-01,2.517144259247903637e+00
1.900000000000000022e-01,2.515027046973832281e+00
1.925000000000000044e-01,2.512675505674355048e+00
1.950000000000000067e-01,2.510153091867676878e+00
1.975000000000000089e-01,2.507771020583936750e+00
2.000000000000000111e-01,2.505273094771723219e+00
2.025000000000000133e-01,2.502671733200605875e+00
2.050000000000000155e-01,2.500148441298990498e+00
2.075000000000000178e-01,2.497598585664265070e+00
2.099999999999999922e-01,2.494994482264980551e+00
